Type,Magnitude,Place,Time,Updated,Ids,Coords,Felt,CDI,MMI,Alert,Tsunami,sig,rms,Size
earthquake,2.74,"24 km SE of Leilani Estates, Hawaii",2022-01-04 23:54:07.780,2022-03-12 23:19:08.040,hv72857732,"[-154.731, 19.3363333333333, 36.38]",,,,,0,116,0.12,15.247252747252748
earthquake,1.02,Washington,2022-01-04 23:47:10.930,2022-01-05 01:31:07.130,uw61800602,"[-122.408333333333, 46.5275, 14.72]",,,,,0,16,0.13,12.884615384615385
earthquake,0.21,"4km W of Cobb, CA",2022-01-04 23:47:04.580,2022-01-05 00:04:11.168,nc73673761,"[-122.7651672, 38.8214989, 2.18]",,,,,0,1,0.0,11.771978021978022
earthquake,3.06,"11 km ESE of P?hala, Hawaii",2022-01-04 23:45:26.070,2022-03-12 23:19:08.040,hv72857727,"[-155.377166666667, 19.1771666666667, 30.16]",2.0,2.7,3.958,,0,145,0.13,15.686813186813188
earthquake,4.2,"70 km NNW of Neiafu, Tonga",2022-01-04 23:42:08.168,2022-03-12 23:19:21.040,us7000gbpa,"[-174.3292, -18.1022, 137.78]",,,,,0,271,1.06,17.252747252747252
earthquake,1.4,"17 km ESE of Bear Creek, Alaska",2022-01-04 23:40:38.471,2022-01-31 22:33:32.909,ak0226zhkuo,"[-149.1169, 60.0878, 9.8]",,,,,0,30,0.6,13.406593406593407
earthquake,1.47,"2km SE of The Geysers, CA",2022-01-04 23:38:42.470,2022-01-10 21:10:11.649,nc73673751,"[-122.7348333, 38.7621667, 1.73]",,,,,0,33,0.05,13.502747252747252
earthquake,2.13,"3km SE of The Geysers, CA",2022-01-04 23:37:31.680,2022-01-10 20:47:11.090,nc73673746,"[-122.7323333, 38.7558333, 2.32]",,,,,0,70,0.08,14.409340659340659
earthquake,0.3,"33 km N of Benton, California",2022-01-04 23:18:41.528,2022-01-05 03:38:43.258,nn00831023,"[-118.4901, 38.1181, 11.1]",,,,,0,1,0.0309,11.895604395604396
earthquake,1.17,"15 km SSE of Sunnyside, Utah",2022-01-04 23:14:55.790,2022-01-05 17:00:35.170,uu60476132,"[-110.315, 39.4245, -1.22]",,,,,0,21,0.01,13.090659340659341
earthquake,0.3,"11 km NE of Soda Springs, California",2022-01-04 23:11:05.905,2022-01-05 03:38:42.352,nn00831022,"[-120.2968, 39.4064, 10.5]",,,,,0,1,0.0662,11.895604395604396
earthquake,0.16,"13km SW of Searles Valley, CA",2022-01-04 23:02:54.170,2022-01-26 22:51:40.543,ci39902831,"[-117.5108333, 35.6946667, 5.04]",,,,,0,0,0.08,11.703296703296704
earthquake,1.3,"8 km WSW of Tyonek, Alaska",2022-01-04 23:01:14.227,2022-01-31 22:33:40.459,ak0226z963i,"[-151.286, 61.0381, 74.4]",,,,,0,26,0.32,13.269230769230768
earthquake,0.8,"27 km WSW of Salcha, Alaska",2022-01-04 22:53:38.817,2022-01-31 22:33:32.644,ak0226yyxkb,"[-147.4281, 64.4205, 6.1]",,,,,0,10,0.25,12.582417582417582
earthquake,2.3,"15 km SSE of Sunnyside, Utah",2022-01-04 22:45:19.690,2022-01-05 16:37:58.470,uu60476117,"[-110.3091667, 39.421, -1.77]",,,,,0,81,0.13,14.642857142857142
earthquake,0.3,"11 km WSW of Gabbs, Nevada",2022-01-04 22:37:35.926,2022-01-05 03:38:39.864,nn00831018,"[-118.0471, 38.847, 6.4]",,,,,0,1,0.0832,11.895604395604396
earthquake,1.27,"30km E of Lee Vining, CA",2022-01-04 22:31:31.860,2022-01-07 22:46:11.375,nc73673741,"[-118.7836667, 37.9993333, 6.2]",,,,,0,25,0.14,13.228021978021978
earthquake,0.46,"91 km NNW of Karluk, Alaska",2022-01-04 22:29:00.770,2022-01-05 08:42:48.310,av91457491,"[-154.947333333333, 58.3481666666667, 6.01]",,,,,0,3,0.24,12.115384615384615
earthquake,1.1,"39 km W of Tatitlek, Alaska",2022-01-04 22:23:48.925,2022-01-31 22:33:32.394,ak0226ysiyh,"[-147.4079, 60.9122, 10]",,,,,0,19,0.68,12.994505494505495
earthquake,1.4,"38 km NNW of Petersville, Alaska",2022-01-04 22:14:27.094,2022-01-31 22:33:40.215,ak0226yqjsl,"[-150.9229, 62.8297, 91.6]",,,,,0,30,0.41,13.406593406593407
earthquake,0.65,"3km SW of Anderson Springs, CA",2022-01-04 22:13:37.440,2022-01-04 22:37:11.000,nc73673731,"[-122.7161636, 38.7563324, 1.28]",,,,,0,6,0.03,12.376373626373626
earthquake,0.36,"5km WNW of Cobb, CA",2022-01-04 22:09:12.550,2022-01-04 22:27:10.190,nc73673726,"[-122.776001, 38.8353348, 1.87]",,,,,0,2,0.01,11.978021978021978
earthquake,0.05,"20 km NNW of Condon, Montana",2022-01-04 22:06:09.720,2022-01-11 00:51:12.700,mb80535334,"[-113.7891667, 47.7021667, 7.47]",,,,,0,0,0.09,11.552197802197803
earthquake,1.04,"8km NE of Cabazon, CA",2022-01-04 22:04:50.490,2022-01-04 22:51:38.847,ci39902815,"[-116.7291667, 33.9666667, 17.37]",,,,,0,17,0.1,12.912087912087912
earthquake,1.57,"9 km N of Yauco, Puerto Rico",2022-01-04 21:59:49.330,2022-01-04 22:17:51.210,pr2022004009,"[-66.861, 18.1193, 2]",,,,,0,38,0.22,13.64010989010989
earthquake,6.0,"284 km E of Katabu, Indonesia",2022-01-04 21:55:46.858,2022-03-12 23:19:07.040,us7000g90c,"[125.0808, -4.8065, 544]",1.0,5.4,1.989,green,0,554,0.99,19.725274725274723
earthquake,1.16,"8km NW of The Geysers, CA",2022-01-04 21:55:39.660,2022-01-05 01:00:10.479,nc73673721,"[-122.8251648, 38.8219986, 2.18]",,,,,0,21,0.02,13.076923076923077
earthquake,1.11,"9km NNW of West Bishop, CA",2022-01-04 21:45:41.820,2022-01-05 01:27:10.642,nc73673716,"[-118.4973333, 37.4328333, 5.81]",,,,,0,19,0.03,13.008241758241759
earthquake,1.3,"5km ESE of Ocotillo, CA",2022-01-04 21:44:38.570,2022-01-04 22:47:39.408,ci39902791,"[-115.9423333, 32.7223333, 10.11]",,,,,0,26,0.14,13.269230769230768
earthquake,1.84,"9km NNW of West Bishop, CA",2022-01-04 21:42:16.910,2022-01-05 00:47:12.416,nc73673711,"[-118.4985, 37.4345, 5.14]",,,,,0,52,0.04,14.010989010989011
earthquake,3.67,"76 km N of Isabela, Puerto Rico",2022-01-04 21:30:19.470,2022-08-06 17:25:57.799,pr2022004008,"[-67.1321, 19.1886, 10]",2.0,2.0,,,0,208,0.5,16.524725274725274
earthquake,2.61,"9km ENE of Round Valley, CA",2022-01-04 21:28:54.410,2022-03-12 23:18:58.040,nc73673706,"[-118.4995, 37.4366667, 4.62]",1.0,2.7,,,0,105,0.06,15.068681318681318
earthquake,1.76,"3 km ENE of Adak, Alaska",2022-01-04 21:27:31.340,2022-01-06 07:19:16.440,av91457471,"[-176.590666666667, 51.887, 5.69]",,,,,0,48,0.16,13.901098901098901
earthquake,1.1,"86 km NNW of Karluk, Alaska",2022-01-04 21:17:30.329,2022-02-01 02:32:11.932,ak0226y5rem,"[-155.0321, 58.2863, 6.8]",,,,,0,19,0.59,12.994505494505495
earthquake,1.1,"69 km SE of King Salmon, Alaska",2022-01-04 21:12:12.491,2022-01-31 22:33:31.867,ak0226y4nkc,"[-155.9301, 58.1929, 15]",,,,,0,19,0.56,12.994505494505495
earthquake,0.69,"8km N of Borrego Springs, CA",2022-01-04 21:05:03.640,2022-01-04 22:18:09.227,ci39902759,"[-116.3763333, 33.326, 9.48]",,,,,0,7,0.12,12.43131868131868
earthquake,1.35,"10 km N of Coyle, Oklahoma",2022-01-04 21:03:24.510,2022-01-05 15:34:27.759,ok2022ahaf,"[-97.2545, 36.0455, 13.87]",,,,,0,28,0.15,13.337912087912088
earthquake,1.6,"58 km NE of Eureka, Nevada",2022-01-04 21:02:28.247,2022-01-05 03:38:39.005,nn00831013,"[-115.542, 39.9318, 0]",,,,,0,39,0.208,13.681318681318682
earthquake,1.7,"62 km WNW of Tanana, Alaska",2022-01-04 20:57:05.943,2022-01-31 22:33:39.961,ak0226xsuqq,"[-153.2597, 65.4387, 13.9]",,,,,0,44,0.59,13.81868131868132
earthquake,0.4,"23 km N of Sutcliffe, Nevada",2022-01-04 20:56:13.855,2022-01-05 03:38:37.862,nn00831012,"[-119.6335, 40.1627, 7.3]",,,,,0,2,0.0273,12.032967032967033
earthquake,1.3,"77 km NNW of Karluk, Alaska",2022-01-04 20:54:32.192,2022-01-12 00:41:39.910,ak0226xs9ft,"[-155.1123, 58.1754, 0.1]",,,,,0,26,2.11,13.269230769230768
earthquake,0.8,"16km NW of Pinnacles, CA",2022-01-04 20:52:41.630,2022-01-10 19:16:10.943,nc73673701,"[-121.2631667, 36.6393333, 5.22]",,,,,0,10,0.05,12.582417582417582
earthquake,1.3,"75 km NW of Yakutat, Alaska",2022-01-04 20:50:13.976,2022-01-31 22:33:39.721,ak0226xrdcl,"[-140.7739, 59.9751, 10.5]",,,,,0,26,0.73,13.269230769230768
earthquake,3.0,"1 km SW of Mayagüez, Puerto Rico",2022-01-04 20:45:28.100,2022-01-04 21:14:26.480,pr2022004007,"[-67.1528, 18.1906, 100]",,,,,0,138,0.15,15.604395604395604
earthquake,3.38,"49 km W of Hawaiian Ocean View, Hawaii",2022-01-04 20:44:06.390,2022-03-12 23:19:07.040,hv72857432,"[-156.229833333333, 19.0335, 8.56]",3.0,3.8,2.453,,0,177,0.15,16.126373626373628
earthquake,2.8,"122 km WSW of Akhiok, Alaska",2022-01-04 20:40:40.411,2022-03-12 23:19:07.040,ak0226xp9d7,"[-156.0811, 56.6188, 69.8]",,,,,0,121,0.51,15.329670329670328
earthquake,1.0,"9 km SSW of Big Lake, Alaska",2022-01-04 20:39:16.882,2022-01-31 22:33:39.467,ak0226xp0p4,"[-150.0488, 61.4528, 29.4]",,,,,0,15,0.57,12.857142857142858
earthquake,-0.2,"43 km ESE of Beatty, Nevada",2022-01-04 20:38:46.750,2022-01-05 03:38:36.427,nn00831011,"[-116.3389, 36.7044, 8.6]",,,,,0,0,0.1395,11.208791208791208
earthquake,1.18,"7km WNW of Cobb, CA",2022-01-04 20:32:27.920,2022-01-04 23:25:10.430,nc73673696,"[-122.8016663, 38.836834, 1.61]",,,,,0,21,0.04,13.104395604395604
earthquake,1.3,"34 km E of Nabesna, Alaska",2022-01-04 20:28:56.299,2022-01-31 22:33:39.208,ak0226xmqv1,"[-142.3665, 62.3178, 9.4]",,,,,0,26,0.85,13.269230769230768
earthquake,1.36,"9km N of Borrego Springs, CA",2022-01-04 20:28:34.990,2022-01-04 22:12:50.790,ci39902743,"[-116.3666667, 33.3336667, 11.1]",,,,,0,28,0.23,13.351648351648352
earthquake,1.5,"48 km ENE of Pedro Bay, Alaska",2022-01-04 20:27:29.704,2022-01-31 22:33:38.949,ak0226xmh3e,"[-153.3033, 59.9553, 120.4]",,,,,0,35,0.4,13.543956043956044
earthquake,2.01,"6 km E of P?hala, Hawaii",2022-01-04 20:19:15.670,2022-01-04 20:24:46.280,hv72857422,"[-155.421173095703, 19.2049999237061, 32.2400016784668]",,,,,0,62,0.109999999,14.244505494505495
earthquake,0.4,"7km NW of The Geysers, CA",2022-01-04 19:56:07.670,2022-01-10 18:56:10.820,nc73673691,"[-122.8201667, 38.8166667, 2.98]",,,,,0,2,0.04,12.032967032967033
earthquake,0.27,"5km NW of The Geysers, CA",2022-01-04 19:47:46.360,2022-01-10 18:50:10.784,nc73673681,"[-122.7965, 38.814, 0.49]",,,,,0,1,0.06,11.854395604395604
earthquake,0.6,"3km NW of The Geysers, CA",2022-01-04 19:47:06.730,2022-01-04 20:00:11.526,nc73673676,"[-122.7798309, 38.8018341, 1.33]",,,,,0,6,0.04,12.307692307692308
earthquake,4.6,"Bonin Islands, Japan region",2022-01-04 19:42:07.568,2022-03-12 23:19:21.040,us7000gbpf,"[141.3165, 28.1549, 93.26]",,,,,0,326,0.76,17.802197802197803
earthquake,5.8,"113 km SSE of Isangel, Vanuatu",2022-01-04 19:31:55.600,2022-03-12 23:19:07.040,us7000g8zf,"[169.7151, -20.4804, 117.71]",2.0,3.8,4.22,green,0,518,0.84,19.450549450549453
earthquake,2.36999989,"0 km SSE of P?hala, Hawaii",2022-01-04 19:29:46.110,2022-01-04 19:35:16.820,hv72857357,"[-155.475494384766, 19.1946659088135, 34.310001373291]",,,,,0,86,0.119999997,14.739010837912087
earthquake,1.72,"16km NE of Borrego Springs, CA",2022-01-04 19:26:28.500,2022-01-04 22:42:18.030,ci39902687,"[-116.2331667, 33.3351667, 12.04]",,,,,0,46,0.22,13.846153846153847
earthquake,0.72,"10km WSW of Anza, CA",2022-01-04 19:17:35.290,2022-01-04 22:07:54.093,ci39902679,"[-116.7705, 33.5115, 2.6]",,,,,0,8,0.11,12.472527472527473
earthquake,1.3,"25 km E of Hughes, Alaska",2022-01-04 19:16:04.136,2022-01-31 22:33:38.714,ak0226wymn1,"[-153.6897, 66.0553, 7.2]",,,,,0,26,0.36,13.269230769230768
earthquake,1.35,"3km SE of The Geysers, CA",2022-01-04 19:09:41.920,2022-01-08 12:22:11.073,nc73673656,"[-122.729, 38.7613333, 2.03]",,,,,0,28,0.04,13.337912087912088
earthquake,1.3,"35 km SE of Mina, Nevada",2022-01-04 19:09:16.857,2022-01-05 03:38:12.477,nn00830959,"[-117.8142, 38.1741, 7.7]",,,,,0,26,0.1436,13.269230769230768
earthquake,-0.42,"15km SW of Searles Valley, CA",2022-01-04 19:04:43.140,2022-01-26 22:49:53.259,ci39902663,"[-117.5143333, 35.6703333, 5.28]",,,,,0,0,0.11,10.906593406593407
earthquake,0.21,"3km SSW of Cobb, CA",2022-01-04 19:00:54.710,2022-01-04 19:13:10.924,nc73673651,"[-122.7388306, 38.8011665, 1.73]",,,,,0,1,0.03,11.771978021978022
earthquake,0.8,"14 km W of Salcha, Alaska",2022-01-04 18:59:21.996,2022-01-31 22:33:31.339,ak0226wmg7k,"[-147.2032, 64.5057, 4.3]",,,,,0,10,0.28,12.582417582417582
earthquake,1.8,"25 km SSW of Chenega, Alaska",2022-01-04 18:58:00.929,2022-01-31 22:33:31.075,ak0226wm6t2,"[-148.1533, 59.8449, 12.9]",,,,,0,50,0.33,13.956043956043956
earthquake,1.82000005,"11 km E of P?hala, Hawaii",2022-01-04 18:42:52.280,2022-01-04 18:45:58.450,hv72857317,"[-155.369338989258, 19.2203330993652, 32.2299995422363]",,,,,0,51,0.119999997,13.983516552197802
earthquake,4.4,"91 km ENE of Qapqal, China",2022-01-04 18:35:41.047,2022-03-12 23:19:07.040,us7000g8yl,"[82.1125, 44.154, 10]",,,,,0,298,0.67,17.527472527472526
earthquake,5.0,"107 km W of Panguna, Papua New Guinea",2022-01-04 18:26:32.226,2022-03-12 23:19:20.040,us7000gbp6,"[154.5131, -6.3593, 10]",,,,,0,385,1.09,18.35164835164835
earthquake,1.13,"7km ENE of Coso Junction, CA",2022-01-04 18:23:05.880,2022-01-04 22:04:36.049,ci39902647,"[-117.8693333, 36.0598333, 3.84]",,,,,0,20,0.08,13.035714285714285
earthquake,1.17,"7km NW of The Geysers, CA",2022-01-04 18:22:13.210,2022-01-04 21:12:11.459,nc73673641,"[-122.8164978, 38.8134995, 2.87]",,,,,0,21,0.02,13.090659340659341
earthquake,4.3,Kashmir-India border region,2022-01-04 18:15:52.331,2022-03-12 23:19:07.040,us7000g8yg,"[76.074, 33.0339, 40.06]",1.0,2.5,,,0,285,0.77,17.39010989010989
earthquake,1.39,"7km ENE of Coso Junction, CA",2022-01-04 18:08:47.880,2022-01-04 22:02:44.908,ci39902631,"[-117.8703333, 36.0608333, 3.46]",,,,,0,30,0.1,13.392857142857142
earthquake,2.2,"58 km S of Whites City, New Mexico",2022-01-04 18:00:24.620,2022-01-05 18:18:32.339,tx2022ague,"[-104.3002751, 31.65559052, 8.188208008]",,,,,0,74,0.2,14.505494505494505
earthquake,0.85,"1km NW of The Geysers, CA",2022-01-04 17:57:41.100,2022-01-04 18:29:12.091,nc73673626,"[-122.765831, 38.7879982, 2.24]",,,,,0,11,0.01,12.651098901098901
earthquake,1.6,"36 km ESE of Pedro Bay, Alaska",2022-01-04 17:52:48.073,2022-01-31 22:33:30.820,ak0226vzkj2,"[-153.5053, 59.668, 118.3]",,,,,0,39,0.24,13.681318681318682
earthquake,0.98,"8km WNW of Cobb, CA",2022-01-04 17:50:57.620,2022-01-04 18:13:10.546,nc73673621,"[-122.8083344, 38.8363342, 2.06]",,,,,0,15,0.01,12.829670329670328
earthquake,0.5,"44 km ESE of Beatty, Nevada",2022-01-04 17:50:13.786,2022-01-05 03:38:11.374,nn00830957,"[-116.3359, 36.7008, 9.2]",,,,,0,4,0.1175,12.170329670329672
earthquake,1.38,"7km ENE of Coso Junction, CA",2022-01-04 17:45:24.020,2022-01-04 22:00:12.148,ci39902623,"[-117.8685, 36.0611667, 3.64]",,,,,0,29,0.07,13.37912087912088
earthquake,1.29,"8km ENE of Larkfield-Wikiup, CA",2022-01-04 17:42:09.340,2022-01-08 06:36:11.875,nc73673616,"[-122.662, 38.5303333, 8.06]",,,,,0,26,0.06,13.255494505494505
earthquake,1.79,"7km ENE of Coso Junction, CA",2022-01-04 17:38:43.250,2022-01-04 21:57:58.094,ci39902615,"[-117.8698333, 36.0606667, 3.3]",,,,,0,49,0.1,13.942307692307692
earthquake,4.7,Fiji region,2022-01-04 17:38:19.423,2022-06-23 20:10:24.064,us7000gbp3,"[-176.6565, -15.3548, 10]",,,,,0,340,0.47,17.939560439560438
earthquake,2.03,"10 km NE of P?hala, Hawaii",2022-01-04 17:34:12.790,2022-01-04 17:39:42.910,hv72857257,"[-155.394500732422, 19.2573337554932, 31.5400009155273]",,,,,0,63,0.129999995,14.271978021978022
earthquake,4.1,"261 km N of Saipan, Northern Mariana Islands",2022-01-04 17:28:59.246,2022-03-12 23:19:20.040,us7000gbp2,"[145.5997, 17.5731, 511.63]",,,,,0,259,0.55,17.115384615384613
earthquake,0.37,"9km WNW of Cobb, CA",2022-01-04 17:27:31.840,2022-01-04 17:48:11.336,nc73673606,"[-122.8184967, 38.8478317, 1.57]",,,,,0,2,0.01,11.991758241758241
earthquake,1.06,"6km SE of Banning, CA",2022-01-04 17:26:21.640,2022-01-04 21:55:21.079,ci39902607,"[-116.8383333, 33.884, 16.22]",,,,,0,17,0.09,12.93956043956044
earthquake,0.36,"8km WNW of Cobb, CA",2022-01-04 17:25:26.350,2022-01-04 17:41:12.281,nc73673601,"[-122.8083344, 38.8375015, 2.36]",,,,,0,2,0.01,11.978021978021978
earthquake,0.86,"2km N of The Geysers, CA",2022-01-04 17:20:06.690,2022-01-04 17:34:11.231,nc73673596,"[-122.7556686, 38.7975006, 4.03]",,,,,0,11,0.02,12.664835164835164
earthquake,1.3,"93 km ESE of Egegik, Alaska",2022-01-04 17:19:26.081,2022-02-01 02:32:11.660,ak0226vsg7q,"[-155.8883, 57.9323, 14.2]",,,,,0,26,0.42,13.269230769230768
earthquake,2.4,"103 km S of Atka, Alaska",2022-01-04 17:18:16.382,2022-01-31 22:33:38.470,ak0226vs7t2,"[-174.1258, 51.2695, 17.6]",,,,,0,89,0.45,14.780219780219781
earthquake,2.3,"53 km NW of Toyah, Texas",2022-01-04 17:18:13.714,2022-01-05 17:23:44.953,tx2022agsu,"[-104.2198986, 31.62982958, 5.514575195]",,,,,0,81,0.2,14.642857142857142
earthquake,1.11,"10km SW of Searles Valley, CA",2022-01-04 17:17:01.940,2022-01-04 21:52:16.872,ci39902599,"[-117.4715, 35.6926667, 2.42]",,,,,0,19,0.11,13.008241758241759
earthquake,1.53,"3 km N of Ada, Oklahoma",2022-01-04 17:08:48.070,2022-01-05 15:22:23.714,ok2022agsm,"[-96.67566667, 34.80633333, 5.18]",,,,,0,36,0.24,13.585164835164836
earthquake,0.17,"20km ESE of Anza, CA",2022-01-04 17:03:45.670,2022-01-04 17:25:28.465,ci39902591,"[-116.4801667, 33.483, 11.83]",,,,,0,0,0.1,11.717032967032967
earthquake,2.07,"15 km SSE of Sunnyside, Utah",2022-01-04 17:00:10.610,2022-01-04 18:08:22.770,uu60476077,"[-110.3156667, 39.4255, -1.38]",,,,,0,66,0.07,14.326923076923077
earthquake,1.85,"14km NNE of Borrego Springs, CA",2022-01-04 16:55:15.060,2022-01-04 21:50:23.120,ci39902583,"[-116.3016667, 33.363, 11.2]",,,,,0,53,0.17,14.024725274725274
earthquake,1.9,"38 km S of Unalaska, Alaska",2022-01-04 16:55:14.012,2022-01-31 22:33:38.222,ak0226vepih,"[-166.4818, 53.5323, 71.3]",,,,,0,56,0.19,14.093406593406593
earthquake,0.78,"4km W of Orinda, CA",2022-01-04 16:50:57.720,2022-01-04 22:20:11.060,nc73673586,"[-122.226, 37.8808333, 7.84]",,,,,0,9,0.06,12.554945054945055
earthquake,2.38000011,"0 km WNW of P?hala, Hawaii",2022-01-04 16:50:53.190,2022-01-04 16:54:04.850,hv72857222,"[-155.485168457031, 19.2066669464111, 32.3400001525879]",,,,,0,87,0.0900000036,14.752747403846154
earthquake,2.8,"9 km SE of Adak, Alaska",2022-01-04 16:46:13.060,2022-03-12 23:19:11.040,us7000g9h9,"[-176.5214, 51.8243, 12.6]",,,,,0,121,0.31,15.329670329670328
earthquake,3.8,"12 km SE of Adak, Alaska",2022-01-04 16:43:47.472,2022-03-12 23:19:10.040,us7000g9fc,"[-176.5147, 51.7951, 3.38]",,,,,0,222,0.54,16.7032967032967
earthquake,2.04,"26 km E of Honaunau-Napoopoo, Hawaii",2022-01-04 16:32:52.900,2022-01-06 22:02:48.350,hv72857197,"[-155.615666666667, 19.4193333333333, -2.71]",,,,,0,64,0.16,14.285714285714285
earthquake,1.19,"9km WNW of Cobb, CA",2022-01-04 16:28:13.240,2022-01-04 18:57:10.834,nc73673576,"[-122.8190002, 38.847168, 1.45]",,,,,0,22,0.01,13.118131868131869
earthquake,1.6,Southern Alaska,2022-01-04 16:28:05.639,2022-01-31 22:33:37.970,ak0226v8wj7,"[-152.8175, 60.0156, 102.4]",,,,,0,39,0.21,13.681318681318682
earthquake,0.86,"9km WNW of Cobb, CA",2022-01-04 16:28:03.590,2022-01-04 16:29:40.517,nc73673571,"[-122.8183365, 38.8466682, 1.48]",,,,,0,11,0.03,12.664835164835164
earthquake,0.66,"9km WNW of Cobb, CA",2022-01-04 16:24:06.530,2022-01-08 09:21:57.084,nc73673566,"[-122.8201667, 38.849, 1.45]",,,,,0,7,0.04,12.39010989010989
earthquake,1.75,"8km WNW of Cobb, CA",2022-01-04 16:23:48.970,2022-01-08 11:56:11.361,nc73673561,"[-122.8166667, 38.8448333, 1.29]",,,,,0,47,0.04,13.887362637362637
earthquake,2.61,"7 km ESE of La Parguera, Puerto Rico",2022-01-04 16:20:04.660,2022-01-04 17:16:18.260,pr2022004006,"[-66.9855, 17.9493, 10]",,,,,0,105,0.05,15.068681318681318
earthquake,0.87,"9km WNW of Cobb, CA",2022-01-04 16:19:41.170,2022-01-04 16:42:11.199,nc73673551,"[-122.8188324, 38.8448334, 0.86]",,,,,0,12,0.05,12.678571428571429
earthquake,0.86,"9km WNW of Cobb, CA",2022-01-04 16:19:35.760,2022-01-04 18:05:11.495,nc73673546,"[-122.8183365, 38.8460007, 1.3]",,,,,0,11,0.01,12.664835164835164
earthquake,1.8,"21 km SW of Anchor Point, Alaska",2022-01-04 16:18:00.770,2022-01-31 22:33:29.745,ak0226v6qzy,"[-152.1114, 59.6428, 71.5]",,,,,0,50,0.39,13.956043956043956
earthquake,0.4,"8km NW of The Geysers, CA",2022-01-04 16:15:07.770,2022-01-08 09:09:10.466,nc73673541,"[-122.8168333, 38.8318333, 1.82]",,,,,0,2,0.02,12.032967032967033
earthquake,4.6,South Sandwich Islands region,2022-01-04 16:12:47.454,2022-03-12 23:19:20.040,us7000gbp9,"[-25.6035, -57.7846, 35]",,,,,0,326,0.85,17.802197802197803
earthquake,2.4,"41 km NNW of Beluga, Alaska",2022-01-04 16:11:13.831,2022-03-12 23:19:07.040,ak0226v59wi,"[-151.3437, 61.495, 8.7]",,,,,0,89,0.72,14.780219780219781
earthquake,1.38,"19km E of Ridgecrest, CA",2022-01-04 16:05:43.930,2022-01-04 21:39:13.070,ci39902543,"[-117.4705, 35.6061667, 9.93]",,,,,0,29,0.1,13.37912087912088
earthquake,4.4,Kuril Islands,2022-01-04 16:04:08.901,2022-03-12 23:19:20.040,us7000gbp8,"[152.9217, 46.1826, 10]",,,,,0,298,1.08,17.527472527472526
earthquake,4.6,"97 km ENE of Port Blair, India",2022-01-04 16:02:42.007,2022-03-12 23:19:07.040,us7000g8xx,"[93.6061, 11.9077, 131.6]",,,,,0,326,0.61,17.802197802197803
earthquake,1.17,"8km E of Ridgecrest, CA",2022-01-04 16:01:55.920,2022-01-04 21:37:09.530,ci39902535,"[-117.5826667, 35.6101667, 7.55]",,,,,0,21,0.14,13.090659340659341
earthquake,1.41,"6km W of Cobb, CA",2022-01-04 16:00:14.410,2022-01-08 11:29:11.201,nc73673536,"[-122.7956667, 38.8258333, 2.85]",,,,,0,31,0.03,13.420329670329672
earthquake,1.8,"58 km S of Whites City, New Mexico",2022-01-04 15:51:00.622,2022-01-05 21:09:49.282,tx2022agpx,"[-104.4776007, 31.6537625, 7.648339844]",,,,,0,50,0.3,13.956043956043956
earthquake,2.3,"59 km E of Pedro Bay, Alaska",2022-01-04 15:49:48.711,2022-03-12 23:19:07.040,ak0226us279,"[-153.0566, 59.819, 101]",,,,,0,81,0.42,14.642857142857142
earthquake,1.8,"29 km WNW of Aleneva, Alaska",2022-01-04 15:47:51.975,2022-01-31 22:33:28.858,ak0226urn0y,"[-153.3952, 58.1385, 67.9]",,,,,0,50,0.51,13.956043956043956
earthquake,1.15,"4km WNW of The Geysers, CA",2022-01-04 15:42:54.860,2022-01-04 16:45:11.223,nc73673531,"[-122.8003311, 38.7883339, 1.47]",,,,,0,20,0.02,13.063186813186814
earthquake,4.3,Fiji region,2022-01-04 15:39:33.076,2022-03-12 23:19:20.040,us7000gbp1,"[-177.4219, -19.3905, 556.55]",,,,,0,284,0.52,17.39010989010989
earthquake,1.6,"34 km SE of Mina, Nevada",2022-01-04 15:35:05.083,2022-01-05 03:38:01.275,nn00830954,"[-117.817, 38.1764, 8.2]",,,,,0,39,0.1465,13.681318681318682
earthquake,4.5,"259 km ESE of Poronaysk, Russia",2022-01-04 15:32:13.566,2022-03-12 23:19:07.040,us7000g8xq,"[146.3417, 48.3011, 489.18]",,,,,0,312,0.43,17.664835164835164
earthquake,4.2,"61 km WNW of Tobelo, Indonesia",2022-01-04 15:20:42.973,2022-03-12 23:19:20.040,us7000gbp7,"[127.5352, 2.0079, 183.05]",,,,,0,271,0.59,17.252747252747252
earthquake,1.87,"11 km E of P?hala, Hawaii",2022-01-04 15:18:51.370,2022-01-04 15:21:58.830,hv72857132,"[-155.375, 19.2194995880127, 32.8499984741211]",,,,,0,54,0.109999999,14.052197802197803
earthquake,2.6,"58 km ENE of Dawson City, Canada",2022-01-04 15:18:45.908,2022-01-31 22:33:37.723,ak0226ulevi,"[-138.3085, 64.2379, 8]",,,,,0,104,0.39,15.054945054945055
earthquake,4.3,"83 km E of Lakatoro, Vanuatu",2022-01-04 15:15:06.617,2022-03-12 23:19:07.040,us7000g8xm,"[168.1964, -16.0891, 185.3]",,,,,0,284,0.62,17.39010989010989
earthquake,-0.57,"65 km ENE of Pedro Bay, Alaska",2022-01-04 15:14:26.180,2022-01-08 23:00:58.410,av91457361,"[-153.0545, 60.0371666666667, -0.56]",,,,,0,0,0.17,10.70054945054945
