Type,Magnitude,Place,Time,Updated,Ids,Coords,Felt,CDI,MMI,Alert,Tsunami,sig,rms,Size
earthquake,4.5,"56 km W of Gadung, Philippines",2022-01-03 21:38:22.234,2022-03-12 23:19:19.040,us7000gble,"[123.5074, 6.7737, 17.97]",,,,,0,312,0.93,17.664835164835164
earthquake,1.6,"36 km SE of Mina, Nevada",2022-01-03 21:32:46.499,2022-01-04 03:37:36.844,nn00830909,"[-117.7903, 38.1784, 9.7]",,,,,0,39,0.1312,13.681318681318682
earthquake,1.3,"38 km NW of Nikiski, Alaska",2022-01-03 21:27:31.037,2022-02-03 01:44:03.232,ak0225aokb3,"[-151.8018, 60.9221, 75.5]",,,,,0,26,0.25,13.269230769230768
earthquake,1.8,"33 km WNW of Nanwalek, Alaska",2022-01-03 21:15:46.699,2022-02-03 01:44:03.005,ak0225am0x9,"[-152.4542, 59.4783, 73.5]",,,,,0,50,0.33,13.956043956043956
earthquake,1.42,"15 km SSE of Sunnyside, Utah",2022-01-03 21:06:21.440,2022-01-03 22:03:54.770,uu60475947,"[-110.3081667, 39.4236667, -1.56]",,,,,0,31,0.02,13.434065934065934
earthquake,1.2,"27 km S of Skwentna, Alaska",2022-01-03 21:05:40.074,2022-02-03 01:44:02.790,ak0225ajv93,"[-151.3156, 61.7478, 69.9]",,,,,0,22,0.31,13.131868131868131
earthquake,0.48,"4km SSW of Mammoth Lakes, CA",2022-01-03 20:57:33.840,2022-01-03 22:34:10.712,nc73673171,"[-119.0018333, 37.601, 1.58]",,,,,0,4,0.02,12.142857142857142
earthquake,0.7,"8km NW of The Geysers, CA",2022-01-03 20:55:19.660,2022-01-08 00:26:12.204,nc73673166,"[-122.8173333, 38.8321667, 2.1]",,,,,0,8,0.02,12.445054945054945
earthquake,4.3,"Pulau Pulau Tanimbar, Indonesia",2022-01-03 20:50:14.251,2022-03-12 23:19:19.040,us7000gblc,"[130.5502, -8.4223, 10]",,,,,0,284,0.82,17.39010989010989
earthquake,1.8,"61 km WSW of Cantwell, Alaska",2022-01-03 20:43:42.992,2022-02-03 01:43:57.269,ak0225a6l4y,"[-150.0197, 63.1213, 99.6]",,,,,0,50,0.57,13.956043956043956
earthquake,0.64,"37 km NNE of Amboy, Washington",2022-01-03 20:38:41.410,2022-01-03 22:55:51.380,uw61800537,"[-122.214166666667, 46.2031666666667, 6.76]",,,,,0,6,0.09,12.362637362637363
earthquake,1.3,"35 km S of Nelchina, Alaska",2022-01-03 20:35:37.166,2022-02-03 01:44:02.571,ak0225a4uwk,"[-146.7008, 61.6711, 25]",,,,,0,26,0.3,13.269230769230768
earthquake,0.87,"4km SW of Idyllwild, CA",2022-01-03 20:26:18.010,2022-01-04 15:32:20.498,ci39902079,"[-116.747, 33.7078333, 15.66]",,,,,0,12,0.17,12.678571428571429
earthquake,0.85,"7km WNW of Cobb, CA",2022-01-03 19:59:49.290,2022-01-03 20:13:10.196,nc73673156,"[-122.7991638, 38.8363342, 1.97]",,,,,0,11,0.01,12.651098901098901
earthquake,4.1,"59 km W of Langsa, Indonesia",2022-01-03 19:59:45.928,2022-03-12 23:19:05.040,us7000g8r3,"[97.4417, 4.3837, 191.56]",,,,,0,259,0.81,17.115384615384613
earthquake,4.2,"192 km SE of Tabiauan, Philippines",2022-01-03 19:59:36.414,2022-03-12 23:19:19.040,us7000gblh,"[123.1304, 4.8066, 578.25]",,,,,0,271,0.65,17.252747252747252
earthquake,1.35,"18 km SE of Kanarraville, Utah",2022-01-03 19:51:49.210,2022-01-03 22:32:12.520,uu60475942,"[-113.0166667, 37.4343333, -0.9]",,,,,0,28,0.07,13.337912087912088
earthquake,1.0,"21 km WNW of Central, Alaska",2022-01-03 19:50:23.541,2022-02-03 02:33:27.493,ak02259mm05,"[-145.2195, 65.6502, 24.2]",,,,,0,15,0.61,12.857142857142858
earthquake,1.87,"16 km SSE of Sunnyside, Utah",2022-01-03 19:48:11.380,2022-01-03 21:54:07.460,uu60475937,"[-110.304, 39.42, -2.23]",,,,,0,54,0.13,14.052197802197803
earthquake,4.3,Fiji region,2022-01-03 19:36:57.700,2022-03-12 23:19:19.040,us7000gbla,"[-178.2522, -19.7656, 567.13]",,,,,0,284,0.51,17.39010989010989
earthquake,1.0,"2 km ESE of Glennallen, Alaska",2022-01-03 19:32:28.887,2022-02-03 01:44:02.150,ak02259irig,"[-145.4983, 62.1024, 19.7]",,,,,0,15,0.32,12.857142857142858
earthquake,0.8,"87 km ESE of Denali Park, Alaska",2022-01-03 19:23:51.228,2022-02-03 01:44:01.930,ak02259gvsi,"[-147.1906, 63.5447, 24.3]",,,,,0,10,0.83,12.582417582417582
earthquake,1.6,"21 km ENE of Denali Park, Alaska",2022-01-03 19:18:33.009,2022-02-03 01:43:57.019,ak02259frvg,"[-148.5304, 63.8251, 102.1]",,,,,0,39,0.43,13.681318681318682
earthquake,0.64,"4km W of Cobb, CA",2022-01-03 19:18:14.220,2022-01-03 19:31:10.974,nc73673151,"[-122.7651672, 38.8218346, 2.57]",,,,,0,6,0.02,12.362637362637363
earthquake,2.0,"57 km S of Whites City, New Mexico",2022-01-03 19:17:49.235,2022-01-05 21:13:33.024,tx2022afbf,"[-104.2932966, 31.65792832, 7.622631836000001]",,,,,0,62,0.2,14.23076923076923
earthquake,1.33,"19 km SE of Kanarraville, Utah",2022-01-03 19:14:38.650,2022-01-03 22:15:45.140,uu60475927,"[-113.0085, 37.4311667, 1.75]",,,,,0,27,0.16,13.31043956043956
earthquake,2.5,"57 km S of Whites City, New Mexico",2022-01-03 19:13:44.915,2022-03-12 23:18:57.040,tx2022afaz,"[-104.2922635, 31.6634493, 7.57121582]",,,,,0,96,0.2,14.917582417582416
earthquake,1.8,"47 km WNW of Ninilchik, Alaska",2022-01-03 19:03:02.160,2022-02-03 01:43:56.768,ak02259chqc,"[-152.458, 60.2025, 82.6]",,,,,0,50,0.32,13.956043956043956
earthquake,1.57,"17 km WNW of Levan, Utah",2022-01-03 18:59:30.250,2022-01-03 19:18:57.130,uu60475922,"[-112.0631667, 39.6001667, 15.19]",,,,,0,38,0.17,13.64010989010989
earthquake,2.3,"58 km S of Whites City, New Mexico",2022-01-03 18:51:06.281,2022-01-05 20:43:22.205,tx2022afaj,"[-104.3024242, 31.65511858, 7.982543944999999]",,,,,0,81,0.2,14.642857142857142
earthquake,1.0,Nevada,2022-01-03 18:46:07.447,2022-01-04 03:37:46.913,nn00830931,"[-119.616, 40.1518, 2.6]",,,,,0,15,0.0617,12.857142857142858
earthquake,2.5,"76 km N of Chickaloon, Alaska",2022-01-03 18:44:37.065,2022-03-12 23:19:05.040,ak02258zx31,"[-148.2468, 62.4721, 35.5]",,,,,0,96,0.67,14.917582417582416
earthquake,2.23,"9 km E of P?hala, Hawaii",2022-01-03 18:39:20.930,2022-01-03 18:44:51.360,hv72855942,"[-155.388000488281, 19.2075004577637, 31.1299991607666]",,,,,0,77,0.109999999,14.546703296703296
earthquake,1.3,"30 km ESE of Slana, Alaska",2022-01-03 18:37:25.358,2022-02-03 01:44:01.697,ak02258ye7r,"[-143.3871, 62.6405, 1.4]",,,,,0,26,0.69,13.269230769230768
earthquake,4.4,"16 km SW of Zirándaro de los Chávez, Mexico",2022-01-03 18:34:46.301,2022-03-12 23:19:05.040,us7000g8qs,"[-101.0851, 18.3676, 63.23]",2.0,2.7,,,0,298,1.11,17.527472527472526
earthquake,1.08,"7km WNW of The Geysers, CA",2022-01-03 18:30:39.380,2022-01-08 00:04:50.995,nc73673146,"[-122.8216667, 38.8088333, 1.86]",,,,,0,18,0.06,12.967032967032967
earthquake,3.0,"58 km S of Whites City, New Mexico",2022-01-03 18:26:55.500,2022-03-12 23:19:04.040,tx2022aezo,"[-104.2954023, 31.65194162, 7.93112793]",,,,,0,138,0.3,15.604395604395604
earthquake,1.72,"21 km ESE of Kanarraville, Utah",2022-01-03 18:26:48.260,2022-01-03 21:52:32.560,uu60475917,"[-112.9816667, 37.4388333, 2.14]",,,,,0,46,0.19,13.846153846153847
earthquake,1.27,"3km ESE of Lake Henshaw, CA",2022-01-03 18:22:40.630,2022-01-04 15:33:16.270,ci39901991,"[-116.7318333, 33.2285, 11.67]",,,,,0,25,0.2,13.228021978021978
earthquake,2.62,"19 km ESE of Kanarraville, Utah",2022-01-03 18:21:19.120,2022-03-12 23:19:04.040,uu60475912,"[-112.995, 37.4413333, 3.72]",,,,,0,106,0.12,15.082417582417582
earthquake,2.1,"7 km WNW of Akhiok, Alaska",2022-01-03 18:17:48.232,2022-02-03 01:44:01.474,ak02258u5nr,"[-154.2861, 56.9646, 8.5]",,,,,0,68,0.7,14.368131868131869
earthquake,1.88,"21 km ESE of Kanarraville, Utah",2022-01-03 18:08:52.330,2022-01-03 21:37:37.620,uu60475907,"[-112.9838333, 37.4341667, 2.38]",,,,,0,54,0.24,14.065934065934066
earthquake,1.3,"86 km NW of Yakutat, Alaska",2022-01-03 18:08:05.933,2022-02-03 02:33:27.263,ak02258s4ya,"[-140.8279, 60.0897, 11.5]",,,,,0,26,0.57,13.269230769230768
earthquake,2.0,"31 km W of Akhiok, Alaska",2022-01-03 18:06:17.821,2022-02-03 01:44:01.044,ak02258rqfq,"[-154.687, 56.9502, 10.9]",,,,,0,62,0.51,14.23076923076923
earthquake,1.83000004,"4 km SSE of P?hala, Hawaii",2022-01-03 17:59:33.550,2022-01-03 18:02:47.610,hv72855902,"[-155.466171264648, 19.1646671295166, 32.4799995422363]",,,,,0,52,0.119999997,13.997252802197803
earthquake,1.8,"21 km SSE of Karluk, Alaska",2022-01-03 17:50:27.664,2022-02-03 01:44:00.828,ak02258fr3i,"[-154.3647, 57.3795, 4.7]",,,,,0,50,0.74,13.956043956043956
earthquake,1.5,"10km ENE of Milpitas, CA",2022-01-03 17:47:40.770,2022-01-08 00:38:10.768,nc73673136,"[-121.8138333, 37.4715, 8.48]",,,,,0,35,0.09,13.543956043956044
earthquake,4.3,"101 km WSW of Abra Pampa, Argentina",2022-01-03 17:44:37.301,2022-03-12 23:19:04.040,us7000g8q8,"[-66.6626, -22.9115, 262.11]",,,,,0,284,1.1,17.39010989010989
earthquake,1.8,"70 km WNW of Karluk, Alaska",2022-01-03 17:42:37.787,2022-02-03 01:43:56.252,ak02258e1t4,"[-155.5754, 57.7641, 79.7]",,,,,0,50,0.32,13.956043956043956
earthquake,1.14,"13km N of Borrego Springs, CA",2022-01-03 17:37:35.920,2022-01-04 15:34:20.110,ci39901919,"[-116.3511667, 33.3675, 2.72]",,,,,0,20,0.21,13.04945054945055
earthquake,2.8,"57 km S of Whites City, New Mexico",2022-01-03 17:36:18.460,2022-03-12 23:19:04.040,tx2022aexu,"[-104.2906092, 31.65840315, 7.314135742]",,,,,0,121,0.2,15.329670329670328
earthquake,2.4,"58 km S of Whites City, New Mexico",2022-01-03 17:27:58.433,2022-01-05 17:17:18.243,tx2022aexp,"[-104.298375, 31.65353323, 7.596923828000001]",,,,,0,89,0.3,14.780219780219781
earthquake,1.7,"55 km WSW of Cantwell, Alaska",2022-01-03 17:26:37.669,2022-02-03 01:43:55.999,ak02258amtz,"[-150.0078, 63.2537, 99.5]",,,,,0,44,0.51,13.81868131868132
earthquake,1.12,"25 km ESE of Kanarraville, Utah",2022-01-03 17:19:05.140,2022-01-03 21:26:18.050,uu60475902,"[-112.94, 37.4211667, 1.59]",,,,,0,19,0.1,13.021978021978022
earthquake,2.0,"14 km NNE of Jal, New Mexico",2022-01-03 17:18:59.059,2022-01-05 18:27:37.752,tx2022aexh,"[-103.1074933, 32.22381592, 8.632527669]",,,,,0,62,0.2,14.23076923076923
earthquake,1.9,"64 km S of Akutan, Alaska",2022-01-03 17:16:43.895,2022-02-03 01:44:00.615,ak022588i05,"[-165.6212, 53.5632, 40.8]",,,,,0,56,0.44,14.093406593406593
earthquake,0.36,"10km S of Idyllwild, CA",2022-01-03 17:13:34.510,2022-01-04 16:01:31.696,ci39901895,"[-116.7056667, 33.6511667, 13.12]",,,,,0,2,0.08,11.978021978021978
earthquake,2.15,"20 km SE of Kanarraville, Utah",2022-01-03 17:12:16.160,2022-01-03 20:58:33.930,uu60475897,"[-113.0078333, 37.419, 5.29]",,,,,0,71,0.18,14.436813186813186
earthquake,2.0,"51 km S of Port Graham, Alaska",2022-01-03 17:10:54.119,2022-02-03 01:44:00.382,ak0225878hv,"[-151.8252, 58.8853, 6.8]",,,,,0,62,0.84,14.23076923076923
earthquake,1.79999995,"8 km E of P?hala, Hawaii",2022-01-03 17:08:08.910,2022-01-03 17:11:28.070,hv72855857,"[-155.398330688477, 19.1975002288818, 32.439998626709]",,,,,0,50,0.100000001,13.956043887362638
earthquake,1.7,"57 km S of Whites City, New Mexico",2022-01-03 17:06:09.524,2022-01-05 20:58:19.940,tx2022aewx,"[-104.3059684, 31.66084307, 6.979931641]",,,,,0,44,0.3,13.81868131868132
earthquake,1.01,"16km ESE of Olancha, CA",2022-01-03 17:04:45.320,2022-01-05 02:28:46.693,ci39901863,"[-117.8456667, 36.2161667, 7.18]",,,,,0,16,0.11,12.87087912087912
earthquake,0.59,"3km ESE of Lake Henshaw, CA",2022-01-03 17:03:06.420,2022-01-05 02:25:06.880,ci39901855,"[-116.734, 33.2273333, 12.42]",,,,,0,5,0.13,12.293956043956044
earthquake,1.16,"10 km NW of Perry, Oklahoma",2022-01-03 17:02:08.509,2022-01-04 20:46:39.837,ok2022aewt,"[-97.3535, 36.36733333, 5.05]",,,,,0,21,0.29,13.076923076923077
earthquake,3.5,"58 km S of Whites City, New Mexico",2022-01-03 17:00:08.353,2022-03-12 23:19:04.040,tx2022aewr,"[-104.3008096, 31.65512786, 7.725463867]",,,4.278,,0,188,0.3,16.291208791208792
earthquake,-0.83,"62 km ENE of Pedro Bay, Alaska",2022-01-03 16:53:24.450,2022-01-06 05:56:03.040,av91457171,"[-153.084333333333, 60.0043333333333, 0.43]",,,,,0,0,0.04,10.343406593406593
earthquake,1.3,"13 km SSE of Susitna North, Alaska",2022-01-03 16:46:54.408,2022-02-03 01:44:00.161,ak02257tiow,"[-149.7974, 62.0461, 45.3]",,,,,0,26,0.75,13.269230769230768
earthquake,1.27,"9 km NNW of Perry, Oklahoma",2022-01-03 16:42:47.920,2022-01-04 20:37:56.365,ok2022aewc,"[-97.34316667, 36.3665, 5.75]",,,,,0,25,0.29,13.228021978021978
earthquake,1.6,"2 km SE of Big Lake, Alaska",2022-01-03 16:22:58.174,2022-02-03 01:43:55.745,ak02257ods3,"[-149.9206, 61.5068, 53]",,,,,0,39,0.34,13.681318681318682
earthquake,1.23,"9 km NNE of Lindsay, Oklahoma",2022-01-03 16:22:39.429,2022-01-05 16:52:57.695,ok2022aevl,"[-97.56666667, 34.91433333, 3.4]",,,,,0,23,0.67,13.173076923076923
earthquake,2.19,"2 km SSW of Indios, Puerto Rico",2022-01-03 16:20:37.800,2022-01-03 16:35:53.590,pr2022003005,"[-66.8338, 17.9731, 16]",,,,,0,74,0.08,14.491758241758241
earthquake,0.6,"19 km W of Mina, Nevada",2022-01-03 16:16:10.459,2022-01-04 03:37:46.076,nn00830929,"[-118.3333, 38.3982, 6]",,,,,0,6,0.095,12.307692307692308
earthquake,0.92,"9km N of Anza, CA",2022-01-03 15:57:42.430,2022-01-04 15:35:04.511,ci39901799,"[-116.685, 33.6313333, 15.04]",,,,,0,13,0.15,12.747252747252746
earthquake,2.7,"8 km NNW of Milan, Kansas",2022-01-03 15:57:26.155,2022-03-12 23:19:04.040,us7000g8pm,"[-97.7059, 37.3287, 5]",,,,,0,112,0.38,15.192307692307693
earthquake,4.5,Fiji region,2022-01-03 15:49:51.428,2022-03-12 23:19:04.040,us7000g8pn,"[-177.8105, -18.7156, 506.3]",,,,,0,312,0.46,17.664835164835164
earthquake,2.2,"55 km S of Whites City, New Mexico",2022-01-03 15:43:18.547,2022-01-05 20:47:57.752,tx2022aeud,"[-104.402693, 31.67288676, 7.365551758]",,,,,0,74,0.3,14.505494505494505
earthquake,4.6,"24 km W of Port-Olry, Vanuatu",2022-01-03 15:35:51.098,2022-03-12 23:19:19.040,us7000gbl9,"[166.8512, -15.014, 12.74]",,,,,0,326,0.43,17.802197802197803
earthquake,1.6,"50 km ENE of Chase, Alaska",2022-01-03 15:27:47.459,2022-02-03 01:43:55.491,ak02257401c,"[-149.1533, 62.5569, 60.4]",,,,,0,39,0.45,13.681318681318682
earthquake,3.7,"29 km E of Unalaska, Alaska",2022-01-03 15:23:44.745,2022-03-12 23:19:26.040,us7000ghh5,"[-166.0921, 53.883, 37.37]",,,,,0,211,0.3,16.565934065934066
earthquake,3.0,"11 km E of Willow, Alaska",2022-01-03 15:23:01.245,2022-03-12 23:19:04.040,ak0225731gk,"[-149.8191, 61.7528, 49.8]",4.0,3.1,2.503,,0,140,0.54,15.604395604395604
earthquake,2.31,"11 km ENE of P?hala, Hawaii",2022-01-03 15:22:34.930,2022-03-12 23:19:04.040,hv72855777,"[-155.383331298828, 19.2453327178955, 32.1699981689453]",,,,,0,82,0.129999995,14.656593406593407
earthquake,0.7,"10km NNE of Coalinga, CA",2022-01-03 15:20:29.780,2022-01-03 21:00:29.420,nc73673121,"[-120.328, 36.229, 8.63]",,,,,0,8,0.12,12.445054945054945
earthquake,0.5,"17 km NNW of Sutcliffe, Nevada",2022-01-03 15:03:16.242,2022-01-04 03:37:45.196,nn00830928,"[-119.6602, 40.1035, 13.7]",,,,,0,4,0.004,12.170329670329672
earthquake,2.6,"Fox Islands, Aleutian Islands, Alaska",2022-01-03 14:56:18.998,2022-03-12 23:19:26.040,us7000ghh8,"[-170.0298, 52.5821, 35]",,,,,0,104,0.72,15.054945054945055
earthquake,0.92,"17 km NNE of Dillon, Montana",2022-01-03 14:53:10.180,2022-01-03 23:29:56.660,mb80535124,"[-112.5635, 45.3618333, 4.48]",,,,,0,13,0.08,12.747252747252746
earthquake,4.4,"190 km ENE of Lospalos, Timor Leste",2022-01-03 14:51:33.952,2022-03-12 23:19:19.040,us7000gbl8,"[128.4621, -7.6138, 150.17]",,,,,0,298,0.43,17.527472527472526
earthquake,1.2,"44 km E of Denali National Park, Alaska",2022-01-03 14:41:07.555,2022-02-03 01:43:59.729,ak02256lhab,"[-150.8313, 63.5558, 10.8]",,,,,0,22,0.89,13.131868131868131
earthquake,1.6,"1 km NNE of Walker, California",2022-01-03 14:39:32.979,2022-01-04 03:37:35.554,nn00830900,"[-119.4693, 38.5273, 7.2]",1.0,2.0,,,0,40,0.131,13.681318681318682
earthquake,1.03,"24km NNW of Tehachapi, CA",2022-01-03 14:33:28.700,2022-01-04 15:35:16.512,ci39901759,"[-118.583, 35.317, 4.11]",1.0,2.0,,,0,17,0.19,12.89835164835165
earthquake,1.18,"8km NW of The Geysers, CA",2022-01-03 14:31:53.980,2022-01-03 15:56:10.893,nc73673116,"[-122.8171692, 38.8341675, 1.36]",,,,,0,21,0.01,13.104395604395604
earthquake,2.22,"1 km N of Guayanilla, Puerto Rico",2022-01-03 14:03:10.560,2022-08-06 17:33:15.950,pr2022003004,"[-66.79, 18.028, 17]",1.0,2.0,,,0,76,0.09,14.532967032967033
earthquake,0.85,"7km NW of The Geysers, CA",2022-01-03 14:01:15.030,2022-01-03 14:14:11.041,nc73673111,"[-122.8249969, 38.8144989, 2.43]",,,,,0,11,0.02,12.651098901098901
earthquake,1.8,"23 km WNW of Cooper Landing, Alaska",2022-01-03 13:50:38.036,2022-02-03 01:43:54.648,ak0225621fl,"[-150.2428, 60.5321, 36.2]",,,,,0,50,0.45,13.956043956043956
earthquake,0.9,"11 km NNE of Coyle, Oklahoma",2022-01-03 13:48:16.640,2022-01-04 19:58:35.074,ok2022aeqj,"[-97.21, 36.05533333, 8.64]",,,,,0,12,0.2,12.719780219780219
earthquake,1.02,"4km NNW of The Geysers, CA",2022-01-03 13:48:14.590,2022-01-07 23:13:57.328,nc73673106,"[-122.7801667, 38.8105, 0.64]",,,,,0,16,0.03,12.884615384615385
earthquake,4.3,"58 km NNW of Kandrian, Papua New Guinea",2022-01-03 13:47:43.235,2022-03-12 23:19:19.040,us7000gbl4,"[149.2541, -5.7618, 146.55]",,,,,0,284,0.5,17.39010989010989
earthquake,0.9,"32 km ESE of Minto, Alaska",2022-01-03 13:44:58.131,2022-02-03 01:43:54.409,ak022560sp8,"[-148.6955, 65.0574, 9.7]",,,,,0,12,0.8,12.719780219780219
earthquake,0.76,"7km WNW of The Geysers, CA",2022-01-03 13:43:06.220,2022-01-03 15:05:11.321,nc73673101,"[-122.8290024, 38.810833, 1.3]",,,,,0,9,0.02,12.527472527472527
earthquake,1.15,"17km SSE of Mammoth Lakes, CA",2022-01-03 13:40:50.790,2022-01-03 20:44:11.366,nc73673096,"[-118.8775, 37.5105, 3.47]",,,,,0,20,0.03,13.063186813186814
earthquake,2.4,"55 km S of Whites City, New Mexico",2022-01-03 13:33:56.839,2022-03-12 23:19:04.040,tx2022aepx,"[-104.3730791, 31.67215748, 6.131567383]",,,,,0,89,0.2,14.780219780219781
earthquake,1.4,"29 km SSW of Mina, Nevada",2022-01-03 13:27:40.177,2022-01-04 03:37:33.885,nn00830899,"[-118.2458, 38.1516, 8.4]",,,,,0,30,0.1586,13.406593406593407
earthquake,3.2,"39 km NNW of Toyah, Texas",2022-01-03 13:24:45.522,2022-03-12 23:19:04.040,tx2022aepq,"[-104.0153894, 31.62060196, 7.416967772999999]",,,,,0,158,0.1,15.87912087912088
earthquake,1.02,"2km NE of The Geysers, CA",2022-01-03 13:20:36.720,2022-01-03 14:11:11.021,nc73673091,"[-122.7354965, 38.7890015, 1.72]",,,,,0,16,0.02,12.884615384615385
earthquake,0.61,"2km NNW of Palomar Observatory, CA",2022-01-03 13:15:13.650,2022-01-05 02:20:31.847,ci39901727,"[-116.8691667, 33.3778333, 6.02]",,,,,0,6,0.16,12.321428571428571
earthquake,1.5,"4 km SW of Big Lake, Alaska",2022-01-03 13:14:41.685,2022-02-03 01:43:54.161,ak02255ubx7,"[-150.0119, 61.4867, 27.8]",,,,,0,35,0.51,13.543956043956044
earthquake,1.34,"19km SE of Bodfish, CA",2022-01-03 13:09:37.400,2022-01-03 15:05:35.340,ci39901719,"[-118.349, 35.463, 2.59]",,,,,0,28,0.19,13.324175824175825
earthquake,4.5,Kermadec Islands region,2022-01-03 13:07:53.890,2022-03-12 23:19:19.040,us7000gbl3,"[-178.7908, -31.6363, 56.09]",,,,,0,312,0.67,17.664835164835164
earthquake,0.9,"81 km NW of Ninilchik, Alaska",2022-01-03 13:01:20.859,2022-02-03 02:33:26.528,ak02255rdbm,"[-152.8079, 60.517, 5.4]",,,,,0,12,0.32,12.719780219780219
earthquake,2.01,"19 km SE of Kanarraville, Utah",2022-01-03 13:00:20.790,2022-01-03 17:32:46.600,uu60475887,"[-113.0026667, 37.4318333, 1.52]",,,,,0,62,0.25,14.244505494505495
earthquake,4.2,"61 km SE of Unalaska, Alaska",2022-01-03 12:58:59.113,2022-03-12 23:19:04.040,us7000g8ns,"[-165.8716, 53.483, 44.05]",5.0,3.4,2.345,,0,273,0.47,17.252747252747252
earthquake,2.69,"10 km S of Guánica, Puerto Rico",2022-01-03 12:51:07.270,2022-01-03 13:10:24.304,pr2022003003,"[-66.889, 17.878, 13]",,,,,0,111,0.14,15.178571428571427
earthquake,0.88,"9km WNW of Cobb, CA",2022-01-03 12:36:10.790,2022-01-03 13:18:10.711,nc73673081,"[-122.8180008, 38.847168, 1.19]",,,,,0,12,0.04,12.692307692307692
earthquake,4.7,northern Mid-Atlantic Ridge,2022-01-03 12:21:36.496,2022-03-12 23:19:04.040,us7000g8p3,"[-39.8366, 32.799, 10]",,,,,0,340,0.45,17.939560439560438
earthquake,0.98,"8km WNW of Cobb, CA",2022-01-03 12:21:06.050,2022-01-03 12:53:11.558,nc73673076,"[-122.8075027, 38.8371658, 2.05]",,,,,0,15,0.02,12.829670329670328
earthquake,1.8,"47 km SW of Cantwell, Alaska",2022-01-03 12:16:30.654,2022-02-03 01:43:53.400,ak022559ay8,"[-149.7046, 63.1276, 84.6]",,,,,0,50,0.65,13.956043956043956
earthquake,2.23,"8 km E of P?hala, Hawaii",2022-01-03 12:14:07.680,2022-01-03 12:19:37.650,hv72855632,"[-155.398498535156, 19.2115001678467, 32.3300018310547]",,,,,0,77,0.150000006,14.546703296703296
earthquake,1.16,"23 km ESE of Kanarraville, Utah",2022-01-03 12:09:43.150,2022-01-03 19:56:59.270,uu60475882,"[-112.9565, 37.4335, 5.11]",,,,,0,21,0.11,13.076923076923077
earthquake,1.8,"34 km SE of Mina, Nevada",2022-01-03 12:08:25.395,2022-01-04 03:37:32.743,nn00830897,"[-117.8403, 38.1619, 10.3]",,,,,0,50,0.146,13.956043956043956
earthquake,2.5,"4 km S of Adjuntas, Puerto Rico",2022-01-03 12:08:17.870,2022-08-06 17:33:35.105,pr2022003002,"[-66.7265, 18.124, 23]",1.0,2.0,,,0,96,0.15,14.917582417582416
earthquake,2.26,"6km WSW of Walker, CA",2022-01-03 11:56:10.580,2022-01-04 03:37:29.053,nc73673071,"[-119.5396667, 38.4861667, 2.22]",,,,,0,79,0.08,14.587912087912088
earthquake,4.5,"138 km ESE of Hirara, Japan",2022-01-03 11:51:23.660,2022-03-12 23:19:19.040,us7000gbky,"[126.5489, 24.2869, 10]",,,,,0,312,0.75,17.664835164835164
earthquake,2.53,"5 km S of Lugoff, South Carolina",2022-01-03 11:49:30.450,2022-05-09 07:55:45.901,se60141843,"[-80.701, 34.177, 2.05]",330.0,3.4,,,0,211,0.42,14.958791208791208
earthquake,2.68,"1 km SSE of P?hala, Hawaii",2022-01-03 11:48:13.320,2022-03-12 23:19:03.040,hv72855612,"[-155.4735, 19.1893333333333, 31.38]",1.0,2.0,,,0,111,0.1,15.164835164835164
earthquake,2.65,"15km WSW of Petrolia, CA",2022-01-03 11:22:03.880,2022-03-12 23:19:03.040,nc73673066,"[-124.4545, 40.2893333, 17.51]",,,,,0,108,0.19,15.123626373626372
earthquake,1.44,"11km NE of Coso Junction, CA",2022-01-03 11:19:19.630,2022-01-05 02:31:02.706,ci39901711,"[-117.8581667, 36.1121667, 4.07]",,,,,0,32,0.12,13.461538461538462
earthquake,2.35,"5km W of Walker, CA",2022-01-03 11:15:52.070,2022-01-06 02:03:30.052,nc73673061,"[-119.5358333, 38.5168333, 3.71]",2.0,2.7,,,0,86,0.07,14.711538461538462
earthquake,2.1500001,"1 km SSW of P?hala, Hawaii",2022-01-03 11:11:46.730,2022-01-03 11:15:06.630,hv72855592,"[-155.481826782227, 19.1928329467773, 33.7700004577637]",,,,,0,71,0.119999997,14.436813324175825
earthquake,1.3,"10 km WSW of Point MacKenzie, Alaska",2022-01-03 11:04:44.080,2022-02-03 01:43:53.157,ak02254lbrp,"[-150.1628, 61.3301, 40.6]",,,,,0,26,0.54,13.269230769230768
earthquake,4.5,"Volcano Islands, Japan region",2022-01-03 11:00:24.337,2022-03-12 23:19:19.040,us7000gbkx,"[142.7269, 23.1835, 77.19]",,,,,0,312,1.03,17.664835164835164
earthquake,1.2,"18 km NNE of Dillon, Montana",2022-01-03 10:54:43.260,2022-01-03 23:16:12.420,mb80535119,"[-112.5735, 45.3741667, 9.99]",,,,,0,22,0.06,13.131868131868131
earthquake,1.3,"38 km ENE of Ferry, Alaska",2022-01-03 10:49:29.716,2022-02-03 01:43:59.505,ak022549iaz,"[-148.3513, 64.0874, 115.2]",,,,,0,26,0.53,13.269230769230768
earthquake,2.93,"2 km SSW of Indios, Puerto Rico",2022-01-03 10:49:09.690,2022-08-06 17:33:54.129,pr2022003001,"[-66.8291, 17.9741, 16]",1.0,2.0,,,0,132,0.21,15.508241758241757
